Back Offset, Front Offset, Side Offset, Top Offset, Mesh Base, Mesh Max Tet, Mesh Min, Mesh Target, Prism Layer Thickness, DF CIA [], DF [N], Drag [N], Maximum Memory [MiB], Total Solver Elapsed Time [min], Cell Count, Face Count, Vertex Count, Iteration, Continuity, Energy, Tdr, Tke, X-momentum, Y-momentum, Z-momentum, Error, Comment
5.0 m, 4.0 m, 4.0 m, 4.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.122861427872064,2.40181287175426,5.04174882782582,4359,23.5507869401333,696028,2072131,795117,1000,6.22738922323426E-06,4.8937155531301E-06,3.49962776172768E-07,6.97864684314418E-07,1.01953722380765E-07,0.000644304121807787,2.29532491031991E-05, N/A , N/A
5.0 m, 4.0 m, 5.0 m, 5.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.128122407416365,2.50465953898246,5.0925889100078,4742.09765625,30.3917147987167,874812,2604961,994676,1000,9.21266177045334E-06,7.23518937147684E-06,3.27042431630643E-07,4.8369441482087E-07,1.55990125740697E-07,0.000893576899594548,3.07666199216967E-05, N/A , N/A
5.5 m, 4.5 m, 1.0 m, 1.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.141804216669127,2.77212465103039,5.34512583535659,3798.7578125,10.2402867812833,308197,916931,355096,1000,1.68911570148231E-05,1.32685744737507E-05,1.04030051537887E-06,1.23201575982242E-06,3.4262547150738E-07,0.000819706097238252,3.59144284556996E-05, N/A , N/A
5.5 m, 4.5 m, 2.0 m, 2.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.144266796947077,2.82026552902398,5.08219612443074,4013.19140625,13.90167818355,427181,1270642,491893,1000,2.08547024512756E-06,1.83914642588637E-06,8.33835335054988E-07,5.00910899118275E-07,1.29966233594441E-07,7.47528497550534E-05,6.97741346705055E-06, N/A , N/A
5.5 m, 4.5 m, 3.0 m, 3.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.138037454058656,2.69848836762261,5.07536836049254,4120.60546875,19.1018282309167,570282,1697268,654888,1000,3.26022671473145E-06,2.57155675181664E-06,9.38841513238646E-07,4.43530249398472E-07,8.30856444637163E-08,0.000254596998579671,1.08537623482885E-05, N/A , N/A
5.5 m, 4.5 m, 4.0 m, 4.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.127700167523179,2.49640518911865,5.05872014834136,4410.39453125,25.0183507954167,740602,2204531,845948,1000,3.77936812218596E-06,3.0357183855051E-06,9.36215479019686E-07,4.98899251798481E-07,1.05771027020816E-07,0.000243704086756406,1.26688524329049E-05, N/A , N/A
5.5 m, 4.5 m, 5.0 m, 5.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.131720519186241,2.57499887422033,5.08473753723109,4913.78515625,32.6484753716666,937893,2792590,1065122,1000,2.8788080870449E-05,2.25934949879741E-05,3.52848238483182E-07,1.76490063219498E-06,7.05837842333163E-07,0.00199785362920899,8.65718012308123E-05, N/A , N/A
6.0 m, 5.0 m, 1.0 m, 1.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.132212699271407,2.58462048194741,5.31745312027367,3870.265625,11.2162226639834,319097,949112,368030,1000,9.10780508189747E-07,7.57764273142012E-07,3.35462889547304E-08,2.85610511207778E-08,1.6197841639271E-08,2.21481834881046E-05,1.3299917557498E-06, N/A , N/A
6.0 m, 5.0 m, 2.0 m, 2.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.136570713963483,2.66981512736226,5.07429976036893,4044.96484375,15.1972826876166,446847,1328888,515114,1000,1.19399648020677E-06,1.03524359937015E-06,3.80535868980552E-07,2.19768241111107E-07,6.02420454548432E-08,4.64028892595023E-05,3.74702085162367E-06, N/A , N/A
6.0 m, 5.0 m, 3.0 m, 3.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.133725848040004,2.61420096340722,5.06081862339398,4197.64453125,20.43538915245,601935,1790732,690709,1000,1.12654848819389E-06,1.08474340155802E-06,4.61408046073444E-07,2.3031125357221E-07,5.21683546279427E-08,4.52672246838688E-05,3.92140833688797E-06, N/A , N/A
6.0 m, 5.0 m, 4.0 m, 4.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.139536551529488,2.72779416085501,4.97688093589962,4525.2734375,28.19901882855,786875,2341919,897968,1000,3.59505761250073E-06,2.83343913110855E-06,3.67862831314735E-07,3.59788557531948E-07,7.76639097563929E-08,0.000355369509852112,1.25603736476338E-05, N/A , N/A
6.0 m, 5.0 m, 5.0 m, 5.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.124947701607344,2.44259734901605,5.00032015919931,5054.08203125,36.2265281384501,998863,2973932,1133447,1000,2.32974068355382E-06,1.84690527610042E-06,4.7256452479475E-07,2.50230739851757E-07,4.12804855041023E-08,0.000259202892545091,8.65672332048591E-06, N/A , N/A
1.0 m, 2.0 m, 1.0 m, 1.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.14017800571653588, 2.7403339217041007, 5.376516914035806, 3859.6796875, 8.571676512750006, 243159, 725685, 276803, 1000, 1.1085255934280756E-4, 8.700922741048532E-5, 7.359649561130689E-7, 1.1685815380718425E-5, 1.408158820388464E-6, 0.00321242211478554, 2.532661454433438E-4, N/A , N/A
1.0 m, 2.0 m, 2.0 m, 2.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.13707774045089416, 2.6797269667806667, 5.259867679176155, 3882.0546875, 10.220395378433325, 291158, 868119, 333109, 1000, 1.0848830977909498E-6, 8.632591922238104E-7, 1.1933268715896678E-7, 1.3910598499631422E-7, 1.7280319667802138E-8, 7.416617140936573E-5, 3.136824855100871E-6, N/A , N/A
1.0 m, 2.0 m, 3.0 m, 3.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.13435895390491517, 2.6265775232589434, 5.146313360076558, 3954.9375, 12.783608839733313, 351257, 1046123, 402222, 1000, 6.409120331337459E-5, 5.0301001637083466E-5, 9.775334743862295E-7, 5.317915818444792E-6, 7.312742089078049E-7, 0.004694901955642667, 2.2430394108906906E-4, N/A , N/A
1.0 m, 2.0 m, 4.0 m, 4.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.14462597488479353, 2.8272870833799666, 5.190497062257457, 4017.875, 14.821608350349997, 422992, 1260075, 485615, 1000, 6.845536761382069E-7, 5.561197468659889E-7, 1.2398455429919417E-7, 1.401379657297742E-7, 1.224038362971069E-8, 8.034889551932E-5, 2.5478387378827716E-6, N/A , N/A
1.0 m, 2.0 m, 5.0 m, 5.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.13928486340619833, 2.722873920347851, 5.184381901113661, 4114.60546875, 18.166108014750012, 508327, 1513338, 583008, 1000, 5.219380234594755E-6, 4.098933341047236E-6, 8.135662172722969E-7, 7.498291177336277E-7, 6.270604153579753E-8, 6.676087762013498E-4, 2.07369447686177E-5, N/A , N/A
1.5 m, 2.5 m, 1.0 m, 1.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.12835913522721137, 2.5092873209726214, 5.371594506066888, 3834.796875, 8.603463651916654, 250601, 747496, 286088, 1000, 1.0704303872907349E-5, 8.403402258089869E-6, 2.520008891091879E-7, 8.430889846351895E-7, 1.431291450273999E-7, 3.757389580850949E-4, 2.3146467550741472E-5, N/A , N/A
1.5 m, 2.5 m, 2.0 m, 2.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.13093548320402462, 2.559652238913113, 5.17044151677614, 3852.421875, 10.502597530400022, 308331, 918612, 353059, 1000, 4.37174470490307E-6, 3.4359508723644667E-6, 2.2858938057004183E-7, 4.6203366037585706E-7, 6.543143970507567E-8, 3.018645903236791E-4, 1.2087566599564423E-5, N/A , N/A
1.5 m, 2.5 m, 3.0 m, 3.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.14986327355512263, 2.929670814201625, 5.042714083395353, 3935.359375, 12.967771739150002, 381781, 1137028, 437748, 1000, 4.437746896589204E-6, 3.4865157180269992E-6, 6.181007139878852E-7, 7.821770663008303E-7, 8.6728407487209E-8, 4.918101583815246E-4, 1.6304820865272512E-5, N/A , N/A
1.5 m, 2.5 m, 4.0 m, 4.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.14073883764410353, 2.7512976014028703, 5.105210243056237, 4045.78515625, 16.55065952281668, 466413, 1389063, 535047, 1000, 2.2120286992233115E-6, 1.7443877714399203E-6, 3.332609006534275E-7, 3.890521680038056E-7, 3.202524924656703E-8, 2.929093330001481E-4, 8.880621348938533E-6, N/A , N/A
1.5 m, 2.5 m, 5.0 m, 5.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.14038383708081004, 2.744357710363299, 5.12350023380573, 4185.95703125, 19.608501686850005, 568969, 1693823, 650756, 1000, 2.0244479249660837E-6, 1.5981274144633494E-6, 5.083893839062799E-7, 4.072569500898627E-7, 3.94239749404551E-8, 2.5921380253085666E-4, 8.869811583828297E-6, N/A , N/A
2.0 m, 3.0 m, 1.0 m, 1.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.14478468958872945, 2.8303897904333715, 5.333465011300656, 3834.91015625, 9.015265070200002, 263430, 785639, 301374, 1000, 2.0549067074924775E-6, 1.6228297059899243E-6, 2.154844089448078E-7, 2.8366817453478695E-7, 7.184847570999833E-8, 6.668494856722053E-5, 4.766659559783841E-6, N/A , N/A
2.0 m, 3.0 m, 2.0 m, 2.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.1373003478283665, 2.6840787090143428, 5.001483304545781, 3932.23828125, 11.566258377483349, 329819, 982639, 378361, 1000, 1.2217866638647898E-5, 9.589896453271545E-6, 1.459344922917095E-6, 1.2935341952518994E-6, 1.8058429992256785E-7, 7.71375207166721E-4, 3.5652379364247444E-5, N/A , N/A
2.0 m, 3.0 m, 3.0 m, 3.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.1233570751585477, 2.4115022596536644, 5.054251766022889, 4032.29296875, 14.812489266983329, 412963, 1229962, 473889, 1000, 1.707352012508051E-5, 1.3401890622384582E-5, 9.804808520445732E-7, 2.1262050169350245E-6, 2.4823409733243924E-7, 0.0014691186253295795, 5.289382848944059E-5, N/A , N/A
2.0 m, 3.0 m, 4.0 m, 4.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.12994739102344527, 2.5403360665480443, 5.077268531587151, 4131.4921875, 18.56884561473334, 513531, 1529299, 588404, 1000, 4.2278724339023536E-6, 3.323655421041184E-6, 1.1399374949117257E-6, 5.502436790320945E-7, 6.402392355198135E-8, 4.7726834098761194E-4, 1.6986985243185518E-5, N/A , N/A
2.0 m, 3.0 m, 5.0 m, 5.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.13009037171439902, 2.5431311900452473, 5.121334727062633, 4237.40234375, 22.59969198971669, 630023, 1876058, 719846, 1000, 9.43803531900863E-6, 7.4096424496042465E-6, 2.6255709275576327E-6, 1.5696824278454135E-6, 1.6445299341357678E-7, 0.0012517222539048913, 4.020436383843625E-5, N/A , N/A
2.5 m, 3.5 m, 1.0 m, 1.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.1254381068755142, 2.4521842609205207, 5.354224655510782, 3877.02734375, 9.325284913966687, 268842, 801128, 307901, 1000, 2.86070056275373E-6, 2.2537778544607214E-6, 1.0950138250993291E-7, 1.64271847329205E-7, 3.81268057331902E-8, 8.233989560198483E-5, 5.787046580862792E-6, N/A , N/A
2.5 m, 3.5 m, 2.0 m, 2.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.13785958126525633, 2.695011139886268, 5.071179520075408, 3910.00390625, 11.795187992866664, 346508, 1031915, 398105, 1000, 3.0114493415178232E-6, 2.3744123522312197E-6, 1.2519136104941587E-6, 9.850759715271237E-7, 2.0192816969461923E-7, 1.5561539864156733E-4, 1.1437589627019568E-5, N/A , N/A
