Front Offset, Back Offset, Side Offset, Top Offset, Ahmed Target Size, Mesh Base, Mesh Max Tet, Mesh Min, Mesh Target, Prism Layer Thickness, cd*A [], cl*A [], Drag [N], Lift [N], Maximum Memory [MiB], Total Solver Elapsed Time [min], Total Meshing Time [min], Cell Count, Face Count, Vertex Count, Iteration, Continuity, X-momentum, Y-momentum, Z-momentum, Tdr, Tke, Error, Comment
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 50.0 mm, 150.0 mm, 3.0 mm, 20.0 mm, 20.0 mm,0.294782396488899,0.360648228151667,16.6149402295377,20.3273629158323,9597.546875,104.2255385527,2.82076666666667,7087772,21181986,7568825,1000,0.000765285077812012,0.000298403537991064,0.000671009606560881,0.000810004216621293,0.0169721998890618,0.0422237987060621, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 50.0 mm, 150.0 mm, 3.0 mm, 25.0 mm, 20.0 mm,0.295130343104996,0.350553022916219,16.634551686322,19.7583627530353,8030.46875,70.3620796108,2.14113333333333,4866500,14537347,5197594,1000,0.000850518028986948,0.00017681565903041,0.000475068290289835,0.000538689052192801,0.0160337523450623,0.029043954102157, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 50.0 mm, 150.0 mm, 3.0 mm, 30.0 mm, 20.0 mm,0.301133331322182,0.389481114714272,16.9729005552339,21.952482640038,9111.46875,95.1422017385168,2.12718333333333,6349379,18978735,6707337,1000,0.000275842532143127,0.00010013697393644,0.0003142060304745,0.000429432953138717,0.0100226710985004,0.0121080044514014, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 50.0 mm, 150.0 mm, 3.0 mm, 35.0 mm, 20.0 mm,0.297725730656237,0.383626242293788,16.7808365715457,21.6224820820787,8012.1640625,69.1315668369499,1.75753333333333,4659106,13919656,4929783,1000,0.00037616195491998,6.31062643290193E-05,0.000546979891120941,0.000429958927794064,0.00551316970605795,0.00344780869617028, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 50.0 mm, 150.0 mm, 3.0 mm, 40.0 mm, 20.0 mm,0.301945617944836,0.370828530638055,17.0186837968569,20.9011594496301,7790.015625,50.89212613315,1.54568333333333,3526178,10532035,3743139,1000,0.000436857742543211,0.000507236209346349,0.00116961975720157,0.00178455147467312,0.00692255263224771,0.00576424658561011, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 50.0 mm, 150.0 mm, 3.0 mm, 45.0 mm, 20.0 mm,0.301973188255098,0.351617847889456,17.020237753479,19.8183799165293,7788.48828125,39.96508117605,1.35063333333333,2804151,8377039,2987553,1000,0.000444830096939212,0.000406353444573706,0.000965251496241172,0.0013028460991731,0.0185956730598847,0.00897978413632952, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 50.0 mm, 150.0 mm, 3.0 mm, 50.0 mm, 20.0 mm,0.295781036604735,0.353720349221113,16.6712269889679,19.9368840550874,7767.1640625,37.3513791034333,1.288,2645305,7901790,2815545,1000,0.000366068800936493,0.000245108824573605,0.000611516707598394,0.000741281467954178,0.00747469615396093,0.00731029332759809, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 50.0 mm, 150.0 mm, 3.0 mm, 55.0 mm, 20.0 mm,0.288556898570924,0.374120310394622,16.2640499557687,21.0866953722483,7691.58984375,40.9383522113667,1.35591666666667,2693448,8051245,2867803,1000,0.000226875866006267,0.000100589571447752,0.000265476386091068,0.000324171211446476,0.00618020861369512,0.00449002611257482, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 50.0 mm, 150.0 mm, 3.0 mm, 60.0 mm, 20.0 mm,0.297285717069473,0.367651915088798,16.75603590661,20.722114574116,8044.2421875,73.0154054078832,1.52946666666667,4910461,14684361,5160635,1000,0.000199609959574051,0.000312644915165196,0.000612697931024541,0.000866759025431247,0.00517564204650899,0.00244833333539213, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 50.0 mm, 150.0 mm, 3.0 mm, 65.0 mm, 20.0 mm,0.302341482124551,0.343658542657641,17.0409960507883,19.3697663552367,7846.16796875,59.5527938296334,1.42598333333333,4077560,12193968,4298379,1000,0.000233509436159007,0.000306021611783586,0.0007283105765947,0.00114088918820178,0.00634760595995136,0.00341097208851318, N/A , N/A
