Front Offset, Back Offset, Side Offset, Top Offset, Ahmed Target Size, Mesh Base, Mesh Max Tet, Mesh Min, Mesh Target, Prism Layer Thickness, cd*A [], cl*A [], Drag [N], Lift [N], Maximum Memory [MiB], Total Solver Elapsed Time [min], Total Meshing Time [min], Cell Count, Face Count, Vertex Count, Iteration, Continuity, Tdr, Tke, X-momentum, Y-momentum, Z-momentum, Error, Comment
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 20.0 mm, 150.0 mm, 3.0 mm, 20.0 mm, 20.0 mm, 0.28512815812133774, 0.3588578583813102, 16.0707944618484, 20.22645157554346, 4194.83203125, 23.332931855716627, 0.0, 0, 0, 0, 1000, 8.250539438357072E-6, 7.077573164359445E-5, 2.196780253294489E-5, 2.0096203155817054E-5, 5.2209651172338504E-5, 4.17703508362408E-5, Surface intersects self.Command: ExecuteMeshOperation   command: CommandComplete   error: Server Error , Benchmark Test
