Front Offset, Back Offset, Side Offset, Top Offset, Ahmed Target Size, Mesh Base, Mesh Max Tet, Mesh Min, Mesh Target, Prism Layer Thickness, cd*A [], cl*A [], Drag [N], Lift [N], Maximum Memory [MiB], Total Solver Elapsed Time [min], Total Meshing Time [min], Cell Count, Face Count, Vertex Count, Iteration, Continuity, X-momentum, Y-momentum, Z-momentum, Tdr, Tke, Error, Comment
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 215.0 mm, 20.0 mm,0.289152500290524,0.377441233685801,16.2976200979809,21.2738739237732,4078.9765625,20.9532475137,0.998416666666667,1433352,4291501,1522342,1000,0.000247095592854972,0.000149783565275638,0.000668042403553813,0.000293708689804908,0.000662941090608759,0.00181668486612613, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 220.0 mm, 20.0 mm,0.290416189895026,0.362135669464632,16.3688459496517,20.4112001761444,4111.62890625,22.4422444039499,1.00643333333333,1519457,4546494,1610767,1000,0.000120515202881315,8.07724075396135E-05,0.000442457949395337,0.00013912586037594,0.000279816891769251,0.00134162664749533, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 225.0 mm, 20.0 mm,0.290641590958798,0.381810587346244,16.3815503215777,21.5201455830535,4347.1015625,32.0580838236834,1.10361666666667,2122812,6336446,2229092,1000,9.29618397501145E-06,6.46334751380346E-06,5.88610777448979E-05,1.54141542411819E-05,0.00225679217275467,4.6519690100214E-05, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 230.0 mm, 20.0 mm,0.289153116353057,0.37057426088269,16.2976548213642,20.8868279398864,4307.59765625,30.7464453679333,1.07495,2057377,6140133,2160165,1000,8.28496600516875E-06,7.75962877557091E-06,5.07070454796011E-05,1.16079869254641E-05,0.000249989485576084,1.20474385867453E-05, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 235.0 mm, 20.0 mm,0.29283176635565,0.392810778707989,16.5049960691676,22.1401538473386,4375.21875,29.4087476905334,1.10588333333333,1966124,5867774,2066016,1000,7.81472286451396E-06,5.05664995937949E-06,2.52941238098982E-05,7.26050372920992E-06,2.54214641452118E-05,1.42876843573142E-05, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 240.0 mm, 20.0 mm,0.290390563081982,0.369668532363535,16.3674015351545,20.8357779946074,4279.390625,28.5196594945,1.11851666666667,1913107,5708931,2009610,1000,7.81200560883243E-06,5.08453157578632E-06,4.92112564022645E-05,1.02856020097538E-05,0.00192157353700602,3.29670041645587E-05, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 245.0 mm, 20.0 mm,0.290958486302967,0.371974981982993,16.3994116228803,20.9657773535453,4316.65234375,27.8012102957834,1.08928333333333,1830675,5463102,1924844,1000,9.79734179506426E-06,8.3128241811745E-06,4.89638459087517E-05,1.27846842470901E-05,0.000212336420692517,0.000142119491324222, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 250.0 mm, 20.0 mm,0.284911901736611,0.358403069317673,16.0586055151905,20.2008181143891,4279.7734375,26.7172085947666,1.1527,1797455,5364863,1889195,1000,2.7599203715718E-06,3.87003115755844E-06,1.84713675695166E-05,4.96632341656696E-06,4.45924758589129E-05,2.02552186069857E-05, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 255.0 mm, 20.0 mm,0.287457600297021,0.365471375262832,16.2020897595939,20.5992119201309,4287.7734375,25.8976407463833,1.18816666666667,1731852,5168942,1821168,1000,5.93210086199128E-06,2.25399691162711E-06,1.23009944681109E-05,4.34423697498703E-06,4.01677546063753E-05,2.35353130316433E-05, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 260.0 mm, 20.0 mm,0.291328195289787,0.368524380577721,16.4202496810259,20.7712897016794,4229.0625,24.1772602952667,1.06511666666667,1649119,4922149,1735919,1000,1.16070717510126E-05,7.90636495078935E-06,4.52414438838803E-05,1.24402970126967E-05,4.37644612006371E-05,5.34902951062582E-05, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 265.0 mm, 20.0 mm,0.28814246179151,0.367290472609039,16.2406908868388,20.7017424444734,4266.9921875,24.2522849988,0.992633333333333,1601711,4779690,1685878,1000,2.38738447965647E-06,1.46281819709162E-06,6.14157556461619E-06,1.95341811278283E-06,0.000101114232880017,3.04996283055037E-06, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 270.0 mm, 20.0 mm,0.285364057805563,0.365162741384026,16.0840905717934,20.5818162631641,4329.6796875,22.9342565948667,1.11565,1546978,4616612,1628519,1000,6.06337322065264E-06,5.02257638237755E-06,3.60551787222914E-05,8.12155508425127E-06,4.3260716421165E-05,2.56154500826658E-05, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 275.0 mm, 20.0 mm,0.291224885073114,0.372674924163755,16.4144267652223,21.0052284796506,4364.94140625,22.3499443660334,1.00526666666667,1510911,4510160,1591332,1000,9.52592090248108E-06,4.42975537961793E-06,4.24099935363478E-05,1.03674002433047E-05,0.000194301678340598,1.29734337369448E-05, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 280.0 mm, 20.0 mm,0.29253135159677,0.380746052663448,16.4880636698034,21.4601447813178,4325.5078125,21.4358114099333,0.985016666666667,1463587,4367125,1540367,1000,3.05973009410518E-06,2.01810720325407E-06,1.41932262441646E-05,3.66174221783604E-06,1.15784946679343E-05,1.08064401673675E-05, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 285.0 mm, 20.0 mm,0.288539008149815,0.377973470271873,16.2630415906799,21.3038725911661,4227.53125,20.7826349944667,1.02093333333333,1417502,4231369,1494739,1000,5.25548086111339E-06,2.80596536495689E-06,2.01280673113884E-05,5.72501765920672E-06,0.00010894275153788,2.78060732221092E-05, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 290.0 mm, 20.0 mm,0.291426223500481,0.372138426612887,16.425774884976,20.9749896497641,4217.921875,19.8493279720167,1.0113,1346345,4017498,1419722,1000,1.2917119850045E-05,3.58826359987033E-06,3.05763012767049E-05,9.36078383159419E-06,0.00257699282650152,4.09910000310098E-05, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 295.0 mm, 20.0 mm,0.288202186913423,0.354623795052233,16.2440571982015,19.9878053402913,4279.296875,19.2235893464334,0.977283333333333,1322200,3946465,1394449,1000,6.89617492597452E-06,4.27806828285071E-06,2.35190836599426E-05,9.41092046158573E-06,9.86524411207241E-05,0.000111033824377955, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 300.0 mm, 20.0 mm,0.289776457484788,0.368379730216103,16.332788451356,20.7631367144552,4199.48046875,18.8732086828667,0.977233333333333,1284143,3833490,1356058,1000,3.24493092690492E-06,1.02471581662728E-06,7.23644831421769E-06,3.17663681518101E-06,4.4321672118704E-05,2.28987356463704E-05, N/A , N/A
