Front Offset, Back Offset, Side Offset, Top Offset, Ahmed Target Size, Mesh Base, Mesh Max Tet, Mesh Min, Mesh Target, Prism Layer Thickness, cd*A [], cl*A [], Drag [N], Lift [N], Maximum Memory [MiB], Total Solver Elapsed Time [min], Total Meshing Time [min], Cell Count, Face Count, Vertex Count, Iteration, Continuity, X-momentum, Y-momentum, Z-momentum, Tdr, Tke, Error, Comment
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 30.0 mm, 20.0 mm,0.289250539454549,0.363754474672671,16.303145919298,20.5024415531574,16603.55859375,53.5177595067166,1.66923333333333,3827494,11415415,4067458,1000,6.37265851818349E-05,1.12199157701624E-05,2.75884504243182E-05,2.24083533565447E-05,0.00460221148192136,0.00100157900486686, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 35.0 mm, 20.0 mm,0.292629319640371,0.381170140421482,16.4935854825311,21.4840478122848,16603.55859375,40.6084050840334,1.45916666666667,2877022,8575578,3053888,1000,2.21038553349147E-05,1.39997000283223E-06,8.52407040839566E-06,4.4798321466938E-06,0.000336035086252497,0.000108392499167292, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 40.0 mm, 20.0 mm,0.289744811114141,0.373315554598292,16.3310047540828,21.0413365936555,16476.0234375,30.5417456969499,1.2453,2208205,6578825,2346392,1000,0.000101314428640021,4.76476905187038E-05,8.70435904300178E-05,8.64205238555468E-05,0.00149062153667674,0.000256078293856756, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 45.0 mm, 20.0 mm,0.296346276829913,0.414786833109927,16.7030858539087,23.3787991488162,16476.0234375,23.1360316274833,1.12061666666667,1709735,5094535,1824619,1000,0.0019526286373844,0.000603185742074326,0.00148420096811891,0.00162363746100319,0.026897839839685,0.0201107710401669, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 50.0 mm, 20.0 mm,0.297185537651624,0.356220389033223,16.7503894532953,20.0777948168711,16476.0234375,23.7332929370167,1.08633333333333,1749416,5215476,1860533,1000,0.00152133835238394,0.000376428952684805,0.00089016654806462,0.000987156010073829,0.0105223945253791,0.00503971794681729, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 55.0 mm, 20.0 mm,0.291314065131199,0.354518381693731,16.4194532571445,19.9818638842485,16476.0234375,26.2327551968333,1.10763333333333,1929341,5759774,2050096,1000,0.000608403550457776,0.000143436632706124,0.000342021342306524,0.00039047834556313,0.00967052732525913,0.00476964769881348, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 60.0 mm, 20.0 mm,0.289891845434723,0.363409911571834,16.3392921093566,20.4830208028212,16476.0234375,30.4057062955167,1.10453333333333,2230009,6646056,2349706,1000,3.05802324612377E-05,1.63571963602389E-05,3.35131370115043E-05,2.64521426605519E-05,0.00352537295849816,0.000149855261371714, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 65.0 mm, 20.0 mm,0.290311882600643,0.365192004550162,16.3629668351512,20.5834656349111,16476.0234375,25.6731910135834,1.00536666666667,1894630,5647027,1999692,1000,3.03933046910127E-05,1.21611507024355E-05,2.70749369490216E-05,2.27299167360868E-05,0.00115451908394001,0.000139839673479581, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 70.0 mm, 20.0 mm,0.29261231037928,0.381926405896192,16.4926267826232,21.5266735111381,16476.0234375,22.4528248051333,0.988716666666667,1674316,4988024,1765586,1000,1.36658502168136E-05,2.46254412363942E-06,7.60574874612762E-06,4.41741921375351E-06,0.000311434180612338,4.23670970994047E-05, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 75.0 mm, 20.0 mm,0.289882358182866,0.365324403444569,16.3387573755176,20.5909280877008,16476.0234375,19.5124724053,0.946416666666667,1442711,4299412,1526411,1000,1.60185151732371E-05,3.8004805875093E-06,9.76517216100224E-06,5.63693937170436E-06,0.00127707427740972,9.65418214970701E-05, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 80.0 mm, 20.0 mm,0.290776967939619,0.365344829563517,16.3891806294644,20.5920793733593,16476.0234375,17.5358676018333,0.9185,1298873,3870858,1375206,1000,4.27297609113328E-05,9.29674373093147E-06,3.00617881746147E-05,1.63408832751967E-05,0.00246884339212873,0.000534051868623479, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 85.0 mm, 20.0 mm,0.294506600428832,0.390854241534975,16.5993954239179,22.0298767460812,16476.0234375,15.3836880185,0.902266666666667,1158222,3451818,1227885,1000,0.000306702508724982,3.80580917612247E-05,0.000162149206726765,0.000103124074922488,0.00267430853166677,0.000588433258423529, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 90.0 mm, 20.0 mm,0.298644463226777,0.397854098379844,16.8326194694673,22.4244125273154,16476.0234375,15.03521964345,0.88875,1118291,3335576,1189609,1000,0.000780734100015216,0.000140246164972808,0.000641832763615398,0.000429709867165638,0.00227285140943914,0.0029154659204085, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 95.0 mm, 20.0 mm,0.293072361678399,0.392069109713816,16.5185568412985,22.0983508558606,16476.0234375,16.0578253496333,0.889266666666667,1194702,3561529,1264028,1000,0.000857645714611228,0.000117752628476442,0.000915125782381804,0.000473102705527651,0.0031536241287878,0.00540506089075654, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 100.0 mm, 20.0 mm,0.296869568899823,0.363001485835408,16.7325803778956,20.4600005367546,16476.0234375,17.0416673679,0.91515,1266147,3778907,1343085,1000,0.000768705933212988,8.63868684655566E-05,0.0006819584406105,0.000367429138183363,0.0076632873286848,0.00169444610730793, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 10.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 20.0 mm, 20.0 mm,0.307434616873779,0.404820728575807,17.3280624782526,22.8170755414095,16476.0234375,78.7607321927833,2.139,5403876,16139120,5797643,1000,0.000109040255887422,2.86164928986896E-05,4.48925768049991E-05,3.65703901426027E-05,0.00852860478635275,0.00433362112834866, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 10.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 25.0 mm, 20.0 mm,0.310866361894506,0.377783525801775,17.5214873200393,21.2931666736649,16476.0234375,50.6544737572499,1.42423333333333,3546835,10578864,3797177,1000,0.00233554431658835,0.000231893095043947,0.000570277542952851,0.000658981640199925,0.0173438786603927,0.0299682661027391, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 10.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 30.0 mm, 20.0 mm,0.302818427074348,0.386187577908906,17.0678782931747,21.766847684163,16476.0234375,37.6551037160833,1.05218333333333,2653418,7907619,2840397,1000,6.65952302874155E-05,1.05670762364738E-05,2.33481159789418E-05,1.80835585564679E-05,0.00527353763778979,0.00115010689993828, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 10.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 35.0 mm, 20.0 mm,0.305452591600538,0.396888454149629,17.216348780825,22.3699855284202,16476.0234375,27.8533760811333,0.841433333333333,2025880,6033044,2163781,1000,1.01769767955934E-05,6.79362410668224E-07,3.2549625743103E-06,1.61866520981222E-06,0.000198492205881612,4.20290294915816E-05, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 10.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 40.0 mm, 20.0 mm,0.308633794606704,0.406725550443791,17.3956522210407,22.9244377918743,16476.0234375,21.2671267041,0.679483333333333,1573167,4681929,1680776,1000,7.3000978701331E-05,4.08452516353735E-05,7.19999895702377E-05,6.65646783425485E-05,0.00214443070173715,0.000654561478840116, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 10.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 45.0 mm, 20.0 mm,0.310061634671279,0.384465163235745,17.476130151924,21.6697665246843,16476.0234375,15.9494096958833,0.5872,1204306,3584014,1294232,1000,8.9653600427034E-05,3.26888345039514E-05,6.44146825647194E-05,6.52973262675946E-05,0.00340123067498492,0.000610884428596716, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 10.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 50.0 mm, 20.0 mm,0.312169832317658,0.353020063990902,17.5949553541879,19.8974135935464,16476.0234375,14.61518790005,0.52955,1103402,3277037,1175519,1000,0.00188343043011129,0.000447876503537832,0.00100278960323886,0.00117659185522924,0.00987138144235284,0.00588685468493891, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 10.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 55.0 mm, 20.0 mm,0.309040680335549,0.376298721943512,17.418585687033,21.209478069286,16476.0234375,14.7043165625167,0.506216666666667,1111811,3305448,1184759,1000,0.000671566077029164,0.000129437302690295,0.000322153984177285,0.0003682362887213,0.0160864995098788,0.0038509212378616, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 10.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 60.0 mm, 20.0 mm,0.302810475047184,0.387345463071281,17.0674300898301,21.8321100369855,16476.0234375,13.9163369933667,0.46985,1053656,3131404,1120201,1000,3.76467986532413E-05,1.91780210267436E-05,3.6311270306796E-05,2.88872863165053E-05,0.00399037613423577,0.000277431057186212, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 10.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 65.0 mm, 20.0 mm,0.301999489918188,0.366576142153073,17.0217202048241,20.6614803461549,16476.0234375,11.8437850501833,0.435116666666667,899683,2674354,958898,1000,0.00035254489583505,7.3100176745922E-05,0.000180356824890247,0.000188359722315423,0.00283926248095588,0.00111956068654833, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 10.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 70.0 mm, 20.0 mm,0.305945226491034,0.397634618265711,17.2441153617269,22.4120418802845,16476.0234375,10.6704300532667,0.419333333333333,821842,2441406,873994,1000,1.97633947807886E-05,5.61907018977644E-06,1.33129683482011E-05,7.81747440017419E-06,0.000573754841667746,0.000123203810627454, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 10.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 75.0 mm, 20.0 mm,0.306116664434257,0.376167312719671,17.2537781883192,21.2020713977014,16476.0234375,9.32469775995001,0.373533333333333,718972,2137125,768122,1000,1.8814034550632E-05,6.15065623718837E-06,1.35367774928833E-05,7.75039073389406E-06,0.00233695446780917,0.000121248322496165, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 10.0 mm, 300.0 mm, 350.0 mm, 3.0 mm, 80.0 mm, 20.0 mm,0.309208511180095,0.405468058064504,17.4280452052539,22.8535612369314,16476.0234375,8.61483259080001,0.360316666666667,662313,1969478,707950,1000,3.13844573064747E-05,9.2061531886755E-06,2.64391875193049E-05,1.35964270033734E-05,0.00446642548781374,0.000269852456714902, N/A , N/A
