Back Offset, Front Offset, Side Offset, Top Offset, Mesh Base, Mesh Max Tet, Mesh Min, Mesh Target, Prism Layer Thickness, DF CIA [], DF [N], Drag [N], Maximum Memory [MiB], Total Solver Elapsed Time [min], Cell Count, Face Count, Vertex Count, Iteration, Continuity, Energy, Tdr, Tke, X-momentum, Y-momentum, Z-momentum, Error, Comment
3.5 m, 4.0 m, 5.0 m, 5.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.14428977138859828, 2.8207146554123272, 5.131333851775667, 4467.5390625, 26.530468893283352, 764425, 2275668, 872881, 1000, 2.401740390562868E-6, 1.8973118976927235E-6, 6.768023873694853E-7, 3.903341899591767E-7, 5.230004183697213E-8, 6.914322882725583E-5, 1.0065292244840121E-5, N/A , N/A
4.0 m, 4.5 m, 1.0 m, 1.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.15175764923927376, 2.966703884555246, 5.311471524438362, 3750.63671875, 10.214152585383315, 293335, 873277, 337477, 1000, 3.079949112812385E-5, 2.4184707121897763E-5, 1.389575812524379E-6, 2.2751270695668873E-6, 5.299666248913094E-7, 8.203400226334687E-4, 6.26057122944306E-5, N/A , N/A
4.0 m, 4.5 m, 2.0 m, 2.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.13714661256795194, 2.681073344892327, 5.17844241118507, 3938.46484375, 13.245740585200021, 392682, 1168642, 452710, 1000, 2.3658645084416024E-6, 1.8708877057685097E-6, 5.724548863526738E-7, 2.1099793823394823E-7, 5.5633340334745186E-8, 4.116818376671611E-5, 8.490787653078663E-6, N/A , N/A
4.0 m, 4.5 m, 3.0 m, 3.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.1396136908607896, 2.7293021543892615, 5.093473538515984, 3959.921875, 18.627085746616697, 515573, 1534526, 593109, 1000, 1.5329650324008556E-6, 1.2269653160138638E-6, 1.258761090865202E-7, 1.0349208149049685E-7, 2.6456722504577067E-8, 3.128235845804674E-5, 4.306305954576567E-6, N/A , N/A
4.0 m, 4.5 m, 4.0 m, 4.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.14480203004109832, 2.8307287782053914, 5.068776204734215, 4246.66796875, 23.541227781283393, 660203, 1965066, 755936, 1000, 3.0079845673554585E-6, 2.3712877931793513E-6, 1.0775919763689802E-6, 4.722528974871029E-7, 7.435388241276923E-8, 1.0714434618377886E-4, 1.306036230415443E-5, N/A , N/A
4.0 m, 4.5 m, 5.0 m, 5.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.13807940457236675, 2.6993084564458574, 5.125262009389689, 4606.53515625, 27.7972423563334, 826335, 2460132, 942319, 1000, 3.367459565079662E-6, 2.6528537075829E-6, 5.182896626714043E-7, 3.8621809968627394E-7, 6.691883253848175E-8, 7.282947331273984E-5, 1.2097278384993344E-5, N/A , N/A
4.5 m, 5.0 m, 1.0 m, 1.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.1579400474633492, 3.0875633266932403, 5.439407225451157, 3719.0, 10.329812621316648, 302252, 899715, 348426, 1000, 7.130250331547976E-5, 5.599963277933277E-5, 1.571596092340916E-6, 4.672860782574127E-6, 1.2563315478350755E-6, 0.0017581161822969908, 1.56361342452158E-4, N/A , N/A
4.5 m, 5.0 m, 2.0 m, 2.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.1445993051552007, 2.8267657179609604, 5.179693791765936, 3885.92578125, 13.746003497799974, 413202, 1229631, 476565, 1000, 3.7796105183514666E-6, 2.997220769339376E-6, 5.145950161167615E-7, 4.269659153873522E-7, 8.675323466287227E-8, 1.1276776378134031E-4, 1.1271107852666984E-5, N/A , N/A
4.5 m, 5.0 m, 3.0 m, 3.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.135803346117428, 2.6548138857036916, 5.135598169103898, 3993.390625, 18.50355190833335, 546963, 1627707, 629055, 1000, 3.1236555089872853E-6, 2.464925887935798E-6, 9.539634547663904E-7, 2.808530084937178E-7, 5.086186067061739E-8, 9.458913616627576E-5, 1.0434036109270888E-5, N/A , N/A
4.5 m, 5.0 m, 4.0 m, 4.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.1423081184284014, 2.7819754052702326, 5.133112519805188, 4319.02734375, 23.32278059156671, 705198, 2099159, 807305, 1000, 6.288840254876741E-6, 4.94826234815579E-6, 6.831199802006448E-7, 6.568557508025484E-7, 1.38075704139671E-7, 1.232225349123035E-4, 1.9254610781109384E-5, N/A , N/A
4.5 m, 5.0 m, 5.0 m, 5.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.14275415013391735, 2.7906948602698463, 5.045107014866645, 4777.4375, 30.022969225366655, 888017, 2644319, 1012243, 1000, 2.0011791671480088E-6, 1.59042423353659E-6, 5.321922534793631E-7, 2.3347327184779696E-7, 3.1795696334217084E-8, 5.15514815582174E-5, 8.22591706149442E-6, N/A , N/A
5.0 m, 5.5 m, 1.0 m, 1.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.14946982007502502, 2.921979208713212, 5.4073989412563055, 3725.2890625, 10.291998857633363, 311872, 927787, 359784, 1000, 1.115813372934921E-6, 9.114569489364113E-7, 2.4576702319147086E-7, 1.9884708796024224E-7, 6.949886427283366E-8, 1.8470790477785863E-5, 2.6622878738322173E-6, N/A , N/A
5.0 m, 5.5 m, 2.0 m, 2.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.14566749285286043, 2.8476476742113817, 5.143829288641088, 3901.9296875, 14.47124261376667, 434259, 1291617, 500811, 1000, 2.9510173133239967E-6, 2.3351604138212852E-6, 5.456761993691296E-7, 2.0129621705258788E-7, 5.794315492022706E-8, 8.667622217716896E-5, 7.648093222403228E-6, N/A , N/A
5.0 m, 5.5 m, 3.0 m, 3.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.1415915090656161, 2.7679664390603524, 5.112507289918557, 4087.8671875, 19.322197094300016, 578868, 1722837, 666217, 1000, 1.2741427239955672E-6, 1.0397452525917595E-6, 2.775799487317343E-7, 1.0354670025390964E-7, 2.1937348844507868E-8, 3.273184311967724E-5, 3.831072806904233E-6, N/A , N/A
5.0 m, 5.5 m, 4.0 m, 4.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.15840065025744043, 3.0965676312888717, 5.061285120786978, 4417.09765625, 25.989293067716666, 750610, 2234506, 859281, 1000, 5.813237267603071E-6, 4.576401035086415E-6, 4.671462027358297E-7, 5.559029485993411E-7, 1.1458472926440583E-7, 1.553806020738737E-4, 2.1749900026041327E-5, N/A , N/A
5.0 m, 5.5 m, 5.0 m, 5.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm, 0.14472689810882006, 2.8292600272299953, 5.113658079213565, 4944.51953125, 32.02581878769992, 950303, 2829351, 1081454, 1000, 2.315626347657945E-6, 1.8351832499167056E-6, 7.933423677260244E-7, 3.051326840271237E-7, 5.6319476543331245E-8, 4.552624651109903E-5, 8.859421305263802E-6, N/A , N/A
