Front Offset, Back Offset, Side Offset, Top Offset, Ahmed Target Size, Mesh Base, Mesh Max Tet, Mesh Min, Mesh Target, Prism Layer Thickness, cd*A [], cl*A [], Drag [N], Lift [N], Maximum Memory [MiB], Total Solver Elapsed Time [min], Total Meshing Time [min], Cell Count, Face Count, Vertex Count, Iteration, Continuity, X-momentum, Y-momentum, Z-momentum, Tdr, Tke, Error, Comment
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 20.0 mm, 150.0 mm, 3.0 mm, 20.0 mm, 20.0 mm,0.304248297708835,0.352154579567568,17.1484706738967,19.848631942625,16965.6328125,206.180982136716,4.30725,13265152,39711741,13942232,1000,0.000378885012160258,0.000363215012834839,0.000595826243944698,0.000808339189226398,0.0143020117253024,0.0308281729571809, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 20.0 mm, 150.0 mm, 3.0 mm, 25.0 mm, 20.0 mm,0.273001657246028,0.37016996265985,15.3873035558902,20.8640403145485,34269.3203125,491.139004210599,5.83266666666667,30550647,91631014,31500342,1000,0.000148896463071858,0.000112156324081187,0.00021347724862855,0.000284507255756962,0.00402755250816631,0.00771403302060325, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 20.0 mm, 150.0 mm, 3.0 mm, 30.0 mm, 20.0 mm, 0.2848794711456666, 0.3605088163178756, 16.05677761658947, 20.319505189884875, 23229.83984375, 304.6487464769834, 4.29835, 19317542, 57930265, 20006394, 1000, 1.584141914645712E-4, 8.1305851432664E-5, 1.705397466295598E-4, 2.0259184048511983E-4, 0.006278020473005288, 0.005699655732466559, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 20.0 mm, 150.0 mm, 3.0 mm, 35.0 mm, 20.0 mm, 0.30045744483115655, 0.38595513454095076, 16.934805289763208, 21.753746383979077, 18147.45703125, 207.50367548086655, 3.3666833333333335, 13377030, 40098027, 13904742, 1000, 2.124199534325853E-4, 7.258753194289277E-5, 4.5334559380646663E-4, 3.7132023320592545E-4, 0.0024844565848214303, 0.0038105127855623294, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 20.0 mm, 150.0 mm, 3.0 mm, 40.0 mm, 20.0 mm, 0.2929747204762552, 0.3741627550683237, 16.513053450468853, 21.089087698672866, 17125.20703125, 147.8274606090666, 2.728066666666667, 9716367, 29099786, 10129706, 1000, 2.5046273991200744E-4, 5.991275259011106E-4, 9.311198037984505E-4, 0.0014090345721323525, 0.001238687715060625, 0.0016732663248327493, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 20.0 mm, 150.0 mm, 3.0 mm, 45.0 mm, 20.0 mm, 0.31025659381830695, 0.3796402334508936, 17.487118713702586, 21.39781704282287, 17047.35546875, 111.45591307943346, 2.3194333333333335, 7412258, 22202218, 7760318, 1000, 2.1988569737156472E-4, 5.545909989519175E-4, 9.38429743251917E-4, 0.0014516094817287786, 0.007777577322732712, 0.004458314742816216, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 20.0 mm, 150.0 mm, 3.0 mm, 50.0 mm, 20.0 mm, 0.27833872525954756, 0.376464562670009, 15.688118893243507, 21.218825417673116, 32658.3984375, 458.44646765393355, 4.722283333333333, 28320032, 84967151, 29108023, 1000, 1.3131960515905646E-4, 2.3454881990140136E-4, 4.593872357098377E-4, 5.657258089084669E-4, 0.002103532744610728, 0.004239556902969287, N/A , N/A
4.0 m, 9.0 m, 2.0 m, 3.0 m, 5.0 mm, 20.0 mm, 150.0 mm, 3.0 mm, 55.0 mm, 20.0 mm, 0.24845799519941653, 0.35312030926338417, 14.003939139373015, 19.903063758652678, 27110.6328125, 224.82399720981664, 4.2232, 22259017, 66779015, 22930031, 613, 9.813109513378536E-5, 2.1211324862765988E-4, 3.1249323249449637E-4, 4.3176713235376955E-4, 0.005656982418748757, 0.002389782048642559, error: Macro execution interrupted by user , N/A
